accession	fetch_source	note
1NLX_N	pdb	species: Phleum pratense; common name: Common timothy; IUIS Allergen: Unassigned; Type: Aero Plant; Group: Phleum Phl p 6; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
1QMR_A	pdb	species: Betula pendula; common name: European white birch; IUIS Allergen: ; Type: Aero Plant; Group: Betula Bet v 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
1QNX_A	pdb	species: Vespula vulgaris; common name: Wasp; IUIS Allergen: Ves v 5; Type: Venom or Salivary; Group: Vespula antigen 5 Ves f, v, s  5; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
1UHG_D	pdb	species: Gallus gallus; common name: chicken; IUIS Allergen: Unassigned; Type: Food Animal; Group: Gallus Gal d 2; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
1W2Q_A	pdb	species: Arachis hypogaea; common name: Peanut; IUIS Allergen: Unassigned; Type: Food Plant; Group: Arachis Ara h 6; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 9; curationNote: 
1WKX_A	pdb	species: Hevea brasiliensis; common name: Para rubber tree; IUIS Allergen: Unassigned; Type: Contact; Group: Hevea Hev b 6; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
1YG9_A	pdb	species: Blattella germanica; common name: German cockroach; IUIS Allergen: Unassigned; Type: Aero Insect; Group: Blattella Bla g 2; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
1Z3Q_A	pdb	species: Musa acuminata; common name: Banana; IUIS Allergen: Mus a 4.0101; Type: Food Plant; Group: Musa Mus a 4; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
2008179A	ncbi	species: Parietaria judaica; common name: Weed; IUIS Allergen: ; Type: Aero Plant; Group: Parietaria Par j 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
2023228A	ncbi	species: Phleum pratense; common name: Common timothy; IUIS Allergen: Unassigned; Type: Aero Plant; Group: Phleum Phl p 5; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
2103117A	ncbi	species: Dactylis glomerata; common name: Orchard grass; IUIS Allergen: Dac g 2.0101; Type: Aero Plant; Group: Dactylis Dac g 2; Allergenicity: IgE but no biological test; 1st V: 7; curationNote: 
2118249A	ncbi	species: Lepidoglyphus destructor; common name: Storage mite; IUIS Allergen: ; Type: Aero Mite; Group: Lepidoglyphus Lep d 2; Allergenicity: IgE but no biological test; 1st V: 7; curationNote: 
2118249B	ncbi	species: Lepidoglyphus destructor; common name: Storage mite; IUIS Allergen: ; Type: Aero Mite; Group: Lepidoglyphus Lep d 2; Allergenicity: IgE but no biological test; 1st V: 7; curationNote: 
2118271A	ncbi	species: Phleum pratense; common name: Common timothy; IUIS Allergen: Unassigned; Type: Aero Plant; Group: Phleum Phl p 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 10; curationNote: 
2206305A	ncbi	species: Myrmecia pilosula; common name: Jumper ant; IUIS Allergen: ; Type: Venom or Salivary; Group: Myrmecia Myr p 2; Allergenicity: IgE but no biological test; 1st V: 7; curationNote: 
2209273A	ncbi	species: Zea mays; common name: Corn; IUIS Allergen: Unassigned; Type: Aero Plant; Group: Zea pollen specific protein; Allergenicity: IgE but no biological test; 1st V: 7; curationNote: 
2AS8_B	pdb	species: Dermatophagoides pteronyssinus; common name: House dust mite; IUIS Allergen: Unassigned; Type: Aero Mite; Group: Dermatophagoides Der p 1 Der f 1 Der m 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
2ATM_A	pdb	species: Vespula vulgaris; common name: Wasp; IUIS Allergen: Unassigned; Type: Venom or Salivary; Group: Vespula Ves v 2; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 8; curationNote: 
2CYG_A	pdb	species: Musa acuminata; common name: Banana; IUIS Allergen: Unassigned; Type: Food Plant; Group: Musa acuminata Mus a 5 Endo-Beta-1,3-Glucanase; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
2HCZ_X	pdb	species: Zea mays; common name: Corn; IUIS Allergen: Unassigned; Type: Aero Plant; Group: Zea Zea m 1 beta-expansin; Allergenicity: IgE but no biological test; 1st V: 8; curationNote: 
2JMH_A	pdb	species: Blomia tropicalis; common name: Mite; IUIS Allergen: Unassigned; Type: Aero Mite; Group: Blomia Blo t 5; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 9; curationNote: 
2JON_A	pdb	species: Olea europaea; common name: Olive tree; IUIS Allergen: Unassigned; Type: Aero Plant; Group: Olea Ole e 9; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 9; curationNote: 
2MFK_A	pdb	species: Blomia tropicalis; common name: Mite; IUIS Allergen: Unassigned; Type: Aero Insect; Group: Blomia Blo t 12; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 16; curationNote: 
2N81_A	pdb	species: Pisum sativum; common name: Pea; IUIS Allergen: Unassigned; Type: Food Plant; Group: Pisum sativum Pis s 3; Allergenicity: IgE but no biological test; 1st V: 18; curationNote: 
2X45_A	pdb	species: Argas reflexus; common name: European pigeon tick; IUIS Allergen: Unassigned; Type: Venom or Salivary; Group: Argas Arg r 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 12; curationNote: 
2XV9_A	pdb	species: Ascaris suum; common name: Parasitic roundworm; IUIS Allergen: Unassigned; Type: Worm (parasite); Group: Ascaris Asc s 1; Allergenicity: IgE but no biological test; 1st V: 12; curationNote: 
3C3V_A	pdb	species: Arachis hypogaea; common name: Peanut; IUIS Allergen: Unassigned; Type: Food Plant; Group: Arachis Ara h 3 Glycinin; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 10; curationNote: 
3EBW_A	pdb	species: Periplaneta americana; common name: American cockroach; IUIS Allergen: Unassigned; Type: Aero Insect; Group: Periplaneta Not in IUIS Per a 4; Allergenicity: IgE but no biological test; 1st V: 10; curationNote: 
3EHK_A	pdb	species: Prunus dulcis; common name: Almond; IUIS Allergen: Unassigned; Type: Food Plant; Group: Prunus Pru du 6 Amandin; Allergenicity: IgE but no biological test; 1st V: 11; curationNote: 
3F5V_B	pdb	species: Dermatophagoides pteronyssinus; common name: House dust mite; IUIS Allergen: Unassigned; Type: Aero Mite; Group: Dermatophagoides Der p 1 Der f 1 Der m 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 10; curationNote: 
3FT1_A	pdb	species: Phleum pratense; common name: Common timothy; IUIS Allergen: Unassigned; Type: Aero Plant; Group: Phleum Phl p 3; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 11; curationNote: 
3LIZ_A	pdb	species: Blattella germanica; common name: German cockroach; IUIS Allergen: Unassigned; Type: Aero Insect; Group: Blattella Bla g 2; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 12; curationNote: 
3S7E_A	pdb	species: Arachis hypogaea; common name: Peanut; IUIS Allergen: Unassigned; Type: Food Plant; Group: Arachis Ara h 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 13; curationNote: 
3SMH_A	pdb	species: Arachis hypogaea; common name: Peanut; IUIS Allergen: Unassigned; Type: Food Plant; Group: Arachis Ara h 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 13; curationNote: 
3TSH_A	pdb	species: Phleum pratense; common name: Common timothy; IUIS Allergen: Unassigned; Type: Aero Plant; Group: Phleum Phl p 4; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 14; curationNote: 
3V0R_A	pdb	species: Alternaria alternata; common name: Fungus; IUIS Allergen: Unassigned; Type: Aero Fungi; Group: Alternaria Alt a 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 13; curationNote: 
4AUD_B	pdb	species: Alternaria alternata; common name: Fungus; IUIS Allergen: Unassigned; Type: Aero Fungi; Group: Alternaria Alt a 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 15; curationNote: 
4B9R_A	pdb	species: Betula pendula; common name: European white birch; IUIS Allergen: Unassigned; Type: Aero Plant; Group: Betula Bet v 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 15; curationNote: 
4BK6_B	pdb	species: Betula pendula; common name: European white birch; IUIS Allergen: Unassigned; Type: Aero Plant; Group: Betula Bet v 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 15; curationNote: 
4BK7_A	pdb	species: Betula pendula; common name: European white birch; IUIS Allergen: Unassigned; Type: Aero Plant; Group: Betula Bet v 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 15; curationNote: 
4BKC_A	pdb	species: Betula pendula; common name: European white birch; IUIS Allergen: Unassigned; Type: Aero Plant; Group: Betula Bet v 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 15; curationNote: 
4BKD_A	pdb	species: Betula pendula; common name: European white birch; IUIS Allergen: Unassigned; Type: Aero Plant; Group: Betula Bet v 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 15; curationNote: 
4BTZ_A	pdb	species: Betula pendula; common name: European white birch; IUIS Allergen: Unassigned; Type: Aero Plant; Group: Betula Bet v 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 16; curationNote: 
4X9U_B	pdb	species: Actinidia deliciosa; common name: Kiwi; IUIS Allergen: Unassigned; Type: Food Plant; Group: Actinidia Act d 5 kiwellin; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 17; curationNote: 
4Z3L_D	pdb	species: Betula pendula; common name: European white birch; IUIS Allergen: Unassigned; Type: Aero Plant; Group: Betula Bet v 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 17; curationNote: 
4ZCE_A	pdb	species: Dermatophagoides pteronyssinus; common name: House dust mite; IUIS Allergen: Unassigned; Type: Aero Mite; Group: Dermatophagoides Der p 23 Peritrophin-like protein; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 17; curationNote: 
5E1R_F	pdb	species: Carya illinoinensis; common name: Pecan; IUIS Allergen: ; Type: Food Plant; Group: Carya i Car i 2.0101 vicilin; Allergenicity: IgE but no biological test; 1st V: 18; curationNote: 
5EGW_B	pdb	species: Ambrosia artemisiifolia; common name: Short ragweed; IUIS Allergen: Unassigned; Type: Aero Plant; Group: Ambrosia artemisiifolia Amb a 11; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 17; curationNote: 
5EM0_A	pdb	species: Artemisia vulgaris; common name: Mugwort; IUIS Allergen: Unassigned; Type: Aero Plant; Group: Artemisia Art v 4; Allergenicity: IgE but no biological test; 1st V: 18; curationNote: 
5EM1_A	pdb	species: Ambrosia artemisiifolia; common name: Short ragweed; IUIS Allergen: Unassigned; Type: Aero Plant; Group: Ambrosia Amb a 8 profilin; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 18; curationNote: 
5EV0_B	pdb	species: Ambrosia artemisiifolia; common name: Short ragweed; IUIS Allergen: Unassigned; Type: Aero Plant; Group: Ambrosia Amb a 8 profilin; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 18; curationNote: 
5FEF_A	pdb	species: Zea mays; common name: Corn; IUIS Allergen: Unassigned; Type: Aero Plant; Group: Zea Zea m 12 profilin; Allergenicity: IgE but no biological test; 1st V: 18; curationNote: 
5JT8_B	pdb	species: Blomia tropicalis; common name: Mite; IUIS Allergen: Unassigned; Type: Aero Mite; Group: Blomia Blo t 1.02; Allergenicity: IgE but no biological test; 1st V: 18; curationNote: 
5X7Y_D	pdb	species: Canis familiaris; common name: Dog; IUIS Allergen: Unassigned; Type: Aero Animal; Group: Canis Can f 6 Lipocalin; Allergenicity: IgE but no biological test; 1st V: 19; curationNote: 
5YNX_A	pdb	species: Dermatophagoides farinae; common name: House dust mite; IUIS Allergen: Unassigned; Type: Aero Mite; Group: Der f 21; Allergenicity: IgE but no biological test; 1st V: 20; curationNote: 
5ZGM_A	pdb	species: Mustelus griseus; common name: ; IUIS Allergen: Unassigned; Type: Food Animal; Group: Mustelus griseus parvalbumin; Allergenicity: IgE but no biological test; 1st V: 20; curationNote: 
5ZH6_A	pdb	species: Mustelus griseus; common name: ; IUIS Allergen: Unassigned; Type: Food Animal; Group: Mustelus griseus parvalbumin; Allergenicity: IgE but no biological test; 1st V: 20; curationNote: 
5ZHQ_A	pdb	species: Scylla paramamosain; common name: green mud crab; IUIS Allergen: Unassigned; Type: Food Animal; Group: Scylla arginine kinase Scy p 2; Allergenicity: IgE but no biological test; 1st V: 20; curationNote: 
6B4S_A	pdb	species: Bertholletia excelsa; common name: Brazil nut; IUIS Allergen: Unassigned; Type: Food Plant; Group: Bertholletia Ber e 2; Allergenicity: IgE but no biological test; 1st V: 20; curationNote: 
6B6J_A	pdb	species: Artemisia vulgaris; common name: Mugwort; IUIS Allergen: Unassigned; Type: Aero Plant; Group: Artemisia Art v 4; Allergenicity: IgE but no biological test; 1st V: 20; curationNote: 
6FRR_A	pdb	species: Artemisia vulgaris; common name: Mugwort; IUIS Allergen: Unassigned; Type: Aero Plant; Group: Artemisia Art v 3; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 20; curationNote: 
6GER_A	pdb	species: Triticum aestivum; common name: Wheat; IUIS Allergen: Tri a 17.0101; Type: Food Plant; Group: Triticum Tri a 17; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 19; curationNote: 
6TRK_A	pdb	species: Phleum pratense; common name: Common timothy; IUIS Allergen: Unassigned; Type: Aero Plant; Group: Phleum Phl p 6; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 21; curationNote: 
6Y3H_A	pdb	species: Corylus avellana; common name: European hazelnut; IUIS Allergen: Unassigned; Type: Unassigned; Group: Corylus Cor a 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 22; curationNote: 
6Y3I_A	pdb	species: Corylus avellana; common name: European hazelnut; IUIS Allergen: Unassigned; Type: Unassigned; Group: Corylus Cor a 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 22; curationNote: 
7KYW_A	pdb	species: Phleum pratense; common name: Common timothy; IUIS Allergen: Unassigned; Type: Unassigned; Group: Phleum Phl p 12; Allergenicity: IgE but no biological test; 1st V: 22; curationNote: 
7SBD_C	pdb	species: Hevea brasiliensis; common name: Para rubber tree; IUIS Allergen: Unassigned; Type: Unassigned; Group: Hevea Hev b 8; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 23; curationNote: 
7UV1_A	pdb	species: Anacardium occidentale; common name: Cashew; IUIS Allergen: Unassigned; Type: Unassigned; Group: Asparagin ends VICILINS; Allergenicity: IgE but no biological test; 1st V: 23; curationNote: 
7UV2_A	pdb	species: Anacardium occidentale; common name: Cashew; IUIS Allergen: Unassigned; Type: Unassigned; Group: Asparagin ends VICILINS; Allergenicity: IgE but no biological test; 1st V: 23; curationNote: 
7UV3_A	pdb	species: Pistacia vera; common name: pistachio; IUIS Allergen: Unassigned; Type: Unassigned; Group: Pistacia Pis v 3 vicilin; Allergenicity: IgE but no biological test; 1st V: 23; curationNote: 
7UV4_A	pdb	species: Pistacia vera; common name: pistachio; IUIS Allergen: Unassigned; Type: Unassigned; Group: Pistacia Pis v 3 vicilin; Allergenicity: IgE but no biological test; 1st V: 23; curationNote: 
7WBO_A	pdb	species: Scylla paramamosain; common name: green mud crab; IUIS Allergen: Unassigned; Type: Unassigned; Group: Scylla paramamosain Scy p 4 Sarc Ca Binding Ptn; Allergenicity: IgE but no biological test; 1st V: 23; curationNote: 
8A0D_A	pdb	species: Cavia porcellus; common name: Domestic guinea pig; IUIS Allergen: Unassigned; Type: Unassigned; Group: Cavia Cav p 1; Allergenicity: IgE but no biological test; 1st V: 23; curationNote: 
8A0D_B	pdb	species: Cavia porcellus; common name: Domestic guinea pig; IUIS Allergen: Unassigned; Type: Unassigned; Group: Cavia Cav p 1; Allergenicity: IgE but no biological test; 1st V: 23; curationNote: 
8A0D_C	pdb	species: Cavia porcellus; common name: Domestic guinea pig; IUIS Allergen: Unassigned; Type: Unassigned; Group: Cavia Cav p 1; Allergenicity: IgE but no biological test; 1st V: 23; curationNote: 
8A0D_D	pdb	species: Cavia porcellus; common name: Domestic guinea pig; IUIS Allergen: Unassigned; Type: Unassigned; Group: Cavia Cav p 1; Allergenicity: IgE but no biological test; 1st V: 23; curationNote: 
8A0D_E	pdb	species: Cavia porcellus; common name: Domestic guinea pig; IUIS Allergen: Unassigned; Type: Unassigned; Group: Cavia Cav p 1; Allergenicity: IgE but no biological test; 1st V: 23; curationNote: 
8DB4_F	pdb	species: Arachis hypogaea; common name: Peanut; IUIS Allergen: Unassigned; Type: Unassigned; Group: Arachis Ara h 2; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 23; curationNote: 
8EPV_A	pdb	species: Felis catus; common name: Cat; IUIS Allergen: Unassigned; Type: Unassigned; Group: Felis Fel d 7; Allergenicity: IgE but no biological test; 1st V: 23; curationNote: 
8GKO_A	pdb	species: Aspergillus fumigatus Af293; common name: Fungus; IUIS Allergen: Unassigned; Type: Unassigned; Group: Aspergillus fumigatus Asp f 13; Allergenicity: IgE but no biological test; 1st V: 23; curationNote: 
8GKO_C	pdb	species: Aspergillus fumigatus Af293; common name: Fungus; IUIS Allergen: Unassigned; Type: Unassigned; Group: Aspergillus fumigatus Asp f 13; Allergenicity: IgE but no biological test; 1st V: 23; curationNote: 
8GKP_C	pdb	species: Aspergillus fumigatus Af293; common name: Fungus; IUIS Allergen: Unassigned; Type: Unassigned; Group: Aspergillus fumigatus Asp f 13; Allergenicity: IgE but no biological test; 1st V: 23; curationNote: 
8GKP_D	pdb	species: Aspergillus fumigatus Af293; common name: Fungus; IUIS Allergen: Unassigned; Type: Unassigned; Group: Aspergillus fumigatus Asp f 13; Allergenicity: IgE but no biological test; 1st V: 23; curationNote: 
8GKP_I	pdb	species: Aspergillus fumigatus Af293; common name: Fungus; IUIS Allergen: Unassigned; Type: Unassigned; Group: Aspergillus fumigatus Asp f 13; Allergenicity: IgE but no biological test; 1st V: 23; curationNote: 
8GKP_J	pdb	species: Aspergillus fumigatus Af293; common name: Fungus; IUIS Allergen: Unassigned; Type: Unassigned; Group: Aspergillus fumigatus Asp f 13; Allergenicity: IgE but no biological test; 1st V: 23; curationNote: 
8GKQ_A	pdb	species: Aspergillus fumigatus Af293; common name: Fungus; IUIS Allergen: Unassigned; Type: Unassigned; Group: Aspergillus fumigatus Asp f 13; Allergenicity: IgE but no biological test; 1st V: 23; curationNote: 
8GKQ_C	pdb	species: Aspergillus fumigatus Af293; common name: Fungus; IUIS Allergen: Unassigned; Type: Unassigned; Group: Aspergillus fumigatus Asp f 13; Allergenicity: IgE but no biological test; 1st V: 23; curationNote: 
8PKC_A	pdb	species: Apis mellifera; common name: Honeybee; IUIS Allergen: Unassigned; Type: Unassigned; Group: Apis mellifera Phospholipase A2; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 24; curationNote: 
8PKC_B	pdb	species: Apis mellifera; common name: Honeybee; IUIS Allergen: Unassigned; Type: Unassigned; Group: Apis Api m 1 Api d 1 Api c 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 24; curationNote: 
8SHW_B	pdb	species: Arachis hypogaea; common name: Peanut; IUIS Allergen: Unassigned; Type: Unassigned; Group: Arachis Ara h 2; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 24; curationNote: 
8SHW_Q	pdb	species: Arachis hypogaea; common name: Peanut; IUIS Allergen: Unassigned; Type: Unassigned; Group: Arachis Ara h 2; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 24; curationNote: 
8SI1_E	pdb	species: Arachis hypogaea; common name: Peanut; IUIS Allergen: Unassigned; Type: Unassigned; Group: Arachis Ara h 6; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 24; curationNote: 
8SI1_F	pdb	species: Arachis hypogaea; common name: Peanut; IUIS Allergen: Unassigned; Type: Unassigned; Group: Arachis Ara h 6; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 24; curationNote: 
8SI1_G	pdb	species: Arachis hypogaea; common name: Peanut; IUIS Allergen: Unassigned; Type: Unassigned; Group: Arachis Ara h 6; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 24; curationNote: 
8SJ4_A	pdb	species: Arachis hypogaea; common name: Peanut; IUIS Allergen: Unassigned; Type: Unassigned; Group: Arachis Ara h 6; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 24; curationNote: 
8SJ6_Q	pdb	species: Arachis hypogaea; common name: Peanut; IUIS Allergen: Unassigned; Type: Unassigned; Group: Arachis Ara h 2; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 24; curationNote: 
8SJA_G	pdb	species: Arachis hypogaea; common name: Peanut; IUIS Allergen: Unassigned; Type: Unassigned; Group: Arachis Ara h 2; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 24; curationNote: 
8SJA_I	pdb	species: Arachis hypogaea; common name: Peanut; IUIS Allergen: Unassigned; Type: Unassigned; Group: Arachis Ara h 6; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 24; curationNote: 
8TI7_E	pdb	species: Dermatophagoides pteronyssinus; common name: House dust mite; IUIS Allergen: Unassigned; Type: Unassigned; Group: Der p 29; Allergenicity: IgE but no biological test; 1st V: 24; curationNote: 
8TI7_G	pdb	species: Dermatophagoides pteronyssinus; common name: House dust mite; IUIS Allergen: Unassigned; Type: Unassigned; Group: Der p 29; Allergenicity: IgE but no biological test; 1st V: 24; curationNote: 
8TI7_I	pdb	species: Dermatophagoides pteronyssinus; common name: House dust mite; IUIS Allergen: Unassigned; Type: Unassigned; Group: Der p 29; Allergenicity: IgE but no biological test; 1st V: 24; curationNote: 
8TI7_K	pdb	species: Dermatophagoides pteronyssinus; common name: House dust mite; IUIS Allergen: Unassigned; Type: Unassigned; Group: Der p 29; Allergenicity: IgE but no biological test; 1st V: 24; curationNote: 
8TI7_M	pdb	species: Dermatophagoides pteronyssinus; common name: House dust mite; IUIS Allergen: Unassigned; Type: Unassigned; Group: Dermatophagoides Profilin; Allergenicity: IgE but no biological test; 1st V: 24; curationNote: 
8TI7_O	pdb	species: Dermatophagoides pteronyssinus; common name: House dust mite; IUIS Allergen: Unassigned; Type: Unassigned; Group: Der p 29; Allergenicity: IgE but no biological test; 1st V: 24; curationNote: 
8U45_A	pdb	species: Aspergillus fumigatus Af293; common name: Fungus; IUIS Allergen: Unassigned; Type: Unassigned; Group: Aspergillus fumigatus Asp f 13; Allergenicity: IgE but no biological test; 1st V: 23; curationNote: 
8UAI_D	pdb	species: Corylus avellana; common name: European hazelnut; IUIS Allergen: Unassigned; Type: Unassigned; Group: Cor a 11S Cor a 9 like; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 24; curationNote: 
8VK1_A	pdb	species: Dermatophagoides pteronyssinus; common name: House dust mite; IUIS Allergen: Unassigned; Type: Unassigned; Group: Der p 2; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 24; curationNote: 
8VK1_D	pdb	species: Dermatophagoides pteronyssinus; common name: House dust mite; IUIS Allergen: Unassigned; Type: Unassigned; Group: Der p 2; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 24; curationNote: 
8WKH_A	pdb	species: Blomia tropicalis; common name: Mite; IUIS Allergen: Unassigned; Type: Unassigned; Group: Blomia Blo t 13.01; Allergenicity: IgE but no biological test; 1st V: 23; curationNote: 
9B26_A	pdb	species: Gadus morhua; common name: Atlantic cod; IUIS Allergen: Unassigned; Type: Unassigned; Group: Gad m 1 parvalbumin; Allergenicity: IgE but no biological test; 1st V: 24; curationNote: 
9BAR_A	pdb	species: Raja clavata; common name: ; IUIS Allergen: Unassigned; Type: Unassigned; Group: Raja parvalbumin reptile; Allergenicity: IgE but no biological test; 1st V: 24; curationNote: 
9EP9_A	pdb	species: Solanum lycopersicum (Lycopersicon esculentum); common name: Tomato; IUIS Allergen: Unassigned; Type: Unassigned; Group: Non-specific LTP solanum; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 24; curationNote: 
9HAD_A	pdb	species: Dermatophagoides farinae; common name: House dust mite; IUIS Allergen: Unassigned; Type: Unassigned; Group: Der f 21; Allergenicity: IgE but no biological test; 1st V: 24; curationNote: 
9HAD_B	pdb	species: Dermatophagoides farinae; common name: House dust mite; IUIS Allergen: Unassigned; Type: Unassigned; Group: Der f 21; Allergenicity: IgE but no biological test; 1st V: 24; curationNote: 
9HAF_E	pdb	species: Dermatophagoides farinae; common name: House dust mite; IUIS Allergen: Unassigned; Type: Unassigned; Group: Dermatophagoides Der p 7 /  Der f 7; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 24; curationNote: 
A0A0K2GUJ4.1	uniprot	species: Dermatophagoides pteronyssinus; common name: House dust mite; IUIS Allergen: Unassigned; Type: Unassigned; Group: Dermatophagoides Der f 24 and Der p 24 Ubiquinol; Allergenicity: IgE but no biological test; 1st V: 22; curationNote: 
A0A158V755.1	uniprot	species: Pisum sativum; common name: Pea; IUIS Allergen: Unassigned; Type: Food Plant; Group: Pisum sativum Pis s 3; Allergenicity: IgE but no biological test; 1st V: 18; curationNote: 
A0A158V976.1	uniprot	species: Pisum sativum; common name: Pea; IUIS Allergen: Unassigned; Type: Food Plant; Group: Pisum sativum Pis s 3; Allergenicity: IgE but no biological test; 1st V: 18; curationNote: 
